id,name,club,joined,year
12282,Daley Blind,27,1672873200,2022
17259,Manuel Neuer,27,1309471200,2022
40680,Sven Ulreich,27,1625090400,2022
42205,Yann Sommer,27,1674082800,2022
45660,Eric Maxim Choupo-Moting,27,1601848800,2022
58358,Thomas Müller,27,1246399200,2022
153084,Leon Goretzka,27,1530396000,2022
159471,Serge Gnabry,27,1498860000,2022
161056,Joshua Kimmich,27,1435788000,2022
182712,João Cancelo,27,1675119600,2022
190685,Bouna Sarr,27,1601848800,2022
192565,Leroy Sané,27,1594764000,2022
200512,Sadio Mané,27,1656626400,2022
243714,Kingsley Coman,27,1498860000,2022
281963,Lucas Hernández,27,1561932000,2022
326031,Matthijs de Ligt,27,1658181600,2022
340456,Noussair Mazraoui,27,1656626400,2022
344695,Dayot Upamecano,27,1625436000,2022
353366,Benjamin Pavard,27,1561932000,2022
424204,Alphonso Davies,27,1546297200,2022
478573,Ryan Gravenberch,27,1656626400,2022
483046,Josip Stanisic,27,1627768800,2022
580195,Jamal Musiala,27,1593554400,2022
604326,Johannes Schenk,27,1656626400,2022
744728,Arijon Ibrahimovic,27,1673910000,2022
801734,Mathys Tel,27,1658786400,2022
900909,Paul Wanner,27,1643583600,2022
106987,Marcel Sabitzer,27,1630274400,2022
435648,Joshua Zirkzee,27,1593554400,2022
538996,Tanguy Nianzou,27,1593554400,2022
567114,Liam Morrison,27,False,2022
604322,Gabriel Marusic,27,False,2022
604327,Gabriel Vidovic,27,1656626400,2022
639580,Justin Janitzek,27,False,2022
792380,Aleksandar Pavlovic,27,False,2022
35207,Marco Reus,16,1341093600,2022
39728,Mats Hummels,16,1561932000,2022
50512,Anthony Modeste,16,1659909600,2022
76158,Alexander Meyer,16,1656626400,2022
85867,Nico Schulz,16,1561932000,2022
100986,Thomas Meunier,16,1593554400,2022
119296,Emre Can,16,1593554400,2022
166601,Niklas Süle,16,1656626400,2022
170986,Raphaël Guerreiro,16,1467324000,2022
181375,Sébastien Haller,16,1657058400,2022
187492,Julian Brandt,16,1561932000,2022
191422,Mahmoud Dahoud,16,1498860000,2022
193900,Marius Wolf,16,1530482400,2022
244940,Salih Özcan,16,1656626400,2022
257814,Gregor Kobel,16,1625090400,2022
274461,Felix Passlack,16,1451862000,2022
326029,Donyell Malen,16,1627336800,2022
370789,Julian Ryerson,16,1673910000,2022
388198,Nico Schlotterbeck,16,1656626400,2022
388513,Mateu Morey,16,1561932000,2022
388815,Luca Unbehaun,16,1561932000,2022
453737,Marcel Lotka,16,1656626400,2022
467720,Youssoufa Moukoko,16,1595973600,2022
482573,Antonios Papadopoulos,16,False,2022
496094,Karim Adeyemi,16,1656626400,2022
504215,Giovanni Reyna,16,1578783600,2022
581678,Jude Bellingham,16,1595455200,2022
655912,Göktan Gürpüz,16,False,2022
659513,Soumaïla Coulibaly,16,1625090400,2022
670882,Jamie Bynoe-Gittens,16,1656626400,2022
718232,Abdoulaye Kamara,16,False,2022
798043,Tom Rothe,16,1656626400,2022
819215,Julien Duranville,16,1674774000,2022
102226,Thorgan Hazard,16,1561932000,2022
395928,Marco Pasalic,16,False,2022
596153,Justin Njinmah,16,False,2022
684116,Silas Ostrzinski,16,False,2022
53418,Kevin Kampl,23826,1504130400,2022
57071,Péter Gulácsi,23826,1435701600,2022
70243,Marcel Halstenberg,23826,1440972000,2022
73517,Ørjan Nyland,23826,1665266400,2022
81173,Janis Blaswich,23826,1656626400,2022
93740,Willi Orbán,23826,1435701600,2022
111078,Emil Forsberg,23826,1420585200,2022
157635,Yussuf Poulsen,23826,1372888800,2022
170527,Timo Werner,23826,1659996000,2022
198008,André Silva,23826,1625176800,2022
202591,Benjamin Henrichs,23826,1625090400,2022
215599,Lukas Klostermann,23826,1408658400,2022
223967,Konrad Laimer,23826,1498860000,2022
223979,Xaver Schlager,23826,1656626400,2022
229005,Abdou Diallo,23826,1661983200,2022
293385,Dani Olmo,23826,1579906800,2022
318204,David Raum,23826,1659218400,2022
344381,Christopher Nkunku,23826,1563400800,2022
402008,Amadou Haidara,23826,1546297200,2022
451276,Dominik Szoboszlai,23826,1609455600,2022
475959,Josko Gvardiol,23826,1625090400,2022
665971,Jonas Nickisch,23826,False,2022
666234,Mohamed Simakan,23826,1625090400,2022
710045,Oskar Preil,23826,1656626400,2022
717346,Sanoussy Ba,23826,1656626400,2022
742297,Caden Clark,23826,1625090400,2022
897425,Timo Schlieck,23826,False,2022
238407,Alexander Sørloth,23826,1600725600,2022
668276,Hugo Novoa,23826,1625090400,2022
72792,Niko Gießelmann,89,1594764000,2022
75921,Christopher Trimmel,89,1404165600,2022
94137,Kevin Möhwald,89,1630274400,2022
94201,Robin Knoche,89,1596492000,2022
107775,Frederik Rönnow,89,1626732000,2022
117432,Kevin Behrens,89,1625090400,2022
124410,Rani Khedira,89,1625090400,2022
127076,Jérôme Roussillon,89,1673478000,2022
168543,Levin Öztunali,89,1625090400,2022
177779,Janik Haberer,89,1656626400,2022
183780,Paul Seguin,89,1656626400,2022
186988,Sven Michel,89,1643583600,2022
187491,Timo Baumgartl,89,1625090400,2022
188888,Sheraldo Becker,89,1561932000,2022
203411,Jakob Busk,89,1452812400,2022
226524,Morten Thorsby,89,1658181600,2022
232144,Miloš Pantović,89,1656626400,2022
233782,Aïssa Laïdouni,89,1674774000,2022
284248,Paul Jaeckel,89,1625090400,2022
309397,Lennart Grill,89,1656626400,2022
355369,Jordan,89,1656626400,2022
357156,Diogo Leite,89,1657922400,2022
362977,Josip Juranovic,89,1674342000,2022
387047,Danilho Doekhi,89,1656626400,2022
392156,Tim Maciejewski,89,1593554400,2022
454863,András Schäfer,89,1642719600,2022
518505,Jamie Leweling,89,1656626400,2022
79377,Genki Haraguchi,89,1625090400,2022
94771,Andreas Voglsammer,89,1625090400,2022
110036,Dominique Heintz,89,1640991600,2022
287920,Tim Skarke,89,1656626400,2022
361575,Tymoteusz Puchacz,89,1625090400,2022
370789,Julian Ryerson,89,1532988000,2022
692736,Malick Sanogo,89,False,2022
692737,Aljoscha Kemlein,89,False,2022
698840,Yannic Stein,89,False,2022
42936,Nils Petersen,60,1435701600,2022
45683,Manuel Gulde,60,1467324000,2022
55099,Nicolas Höfler,60,1277935200,2022
70285,Jonathan Schmid,60,1561932000,2022
93604,Lukas Kübler,60,1435701600,2022
93707,Christian Günter,60,1341093600,2022
120205,Michael Gregoritsch,60,1657231200,2022
120296,Benjamin Uphoff,60,1596578400,2022
124502,Matthias Ginter,60,1656626400,2022
125714,Mark Flekken,60,1530396000,2022
185077,Vincenzo Grifo,60,1567375200,2022
190284,Maximilian Eggestein,60,1629237600,2022
225657,Philipp Lienhart,60,1530396000,2022
248999,Lucas Höler,60,1514761200,2022
272587,Daniel-Kofi Kyereh,60,1656626400,2022
297583,Woo-yeong Jeong,60,1561932000,2022
332798,Roland Sallai,60,1535666400,2022
342039,Yannik Keitel,60,1593554400,2022
358504,Ritsu Doan,60,1656972000,2022
392163,Noah Weißhaupt,60,1625090400,2022
453865,Kimberly Ezekwem,60,1625090400,2022
526845,Noah Atubolu,60,1625090400,2022
527276,Kenneth Schmidt,60,1672527600,2022
548348,Kiliann Sildillia,60,1625090400,2022
608832,Merlin Röhl,60,1660687200,2022
690429,Robert Wagner,60,1656626400,2022
413843,Keven Schlotterbeck,60,1530396000,2022
473050,Kevin Schade,60,1625090400,2022
578680,Hugo Siquet,60,1640991600,2022
48015,Lukas Hradecky,15,1530396000,2022
61087,Karim Bellarabi,15,1309471200,2022
85543,Niklas Lomb,15,1341093600,2022
112541,Andrey Lunev,15,1625868000,2022
125858,Kerem Demirbay,15,1561932000,2022
159088,Robert Andrich,15,1629064800,2022
180337,Sardar Azmoun,15,1643497200,2022
196357,Jonathan Tah,15,1436997600,2022
215099,Daley Sinkgraven,15,1561932000,2022
223972,Patrick Pentz,15,1674774000,2022
232454,Nadiem Amiri,15,1564437600,2022
242086,Patrik Schick,15,1599516000,2022
315131,Timothy Fosu-Mensah,15,1610492400,2022
361065,Mitchel Bakker,15,1626040800,2022
392768,Callum Hudson-Odoi,15,1661810400,2022
395516,Moussa Diaby,15,1561932000,2022
401578,Exequiel Palacios,15,1577833200,2022
452068,Ayman Azhil,15,1593554400,2022
484547,Jeremie Frimpong,15,1611702000,2022
532776,Amine Adli,15,1629928800,2022
552057,Adam Hlozek,15,1656626400,2022
564545,Edmond Tapsoba,15,1580425200,2022
598577,Florian Wirtz,15,1593554400,2022
606079,Joshua Eze,15,1656626400,2022
644771,Odilon Kossounou,15,1626904800,2022
659813,Piero Hincapié,15,1629064800,2022
743395,Noah Mbamba,15,1673650800,2022
89701,Charles Aránguiz,15,1439416800,2022
173491,Joel Pohjanpalo,15,1404165600,2022
428791,Paulinho,15,1531692000,2022
696022,Maximilian Neutgens,15,False,2022
696024,Leon Köhl,15,False,2022
696027,Ayman Aourir,15,False,2022
788445,Zidan Sertdemir,15,1625090400,2022
937113,Madi Monamay,15,False,2022
39259,Makoto Hasebe,24,1404165600,2022
40034,Jens Grahl,24,1626645600,2022
44466,Sebastian Rode,24,1564178400,2022
45672,Kevin Trapp,24,1565128800,2022
49723,Timothy Chandler,24,1404165600,2022
74842,Mario Götze,24,1656626400,2022
111275,Philipp Max,24,1675119600,2022
159844,Christopher Lenz,24,1625090400,2022
193782,Lucas Alario,24,1656626400,2022
212723,Djibril Sow,24,1561932000,2022
216181,Almamy Touré,24,1548889200,2022
258039,Aurélio Buta,24,1656626400,2022
323831,Rafael Borré,24,1625436000,2022
356141,Daichi Kamada,24,1498860000,2022
371149,Evan Ndicka,24,1530741600,2022
374954,Kristijan Jakic,24,1656626400,2022
429874,Ansgar Knauff,24,1642633200,2022
448705,Diant Ramaj,24,1625090400,2022
456492,Faride Alidou,24,1656626400,2022
487969,Randal Kolo Muani,24,1656626400,2022
513245,Jesper Lindstrøm,24,1625954400,2022
519869,Mehdi Loune,24,1656626400,2022
536482,Junior Dina Ebimbe,24,1661032800,2022
546213,Tuta,24,1548889200,2022
571299,Hrvoje Smolcic,24,1656626400,2022
610798,Jan Schröder,24,1629410400,2022
654872,Marcel Wenig,24,1656626400,2022
666168,Dario Gebuhr,24,False,2022
726120,Simon Simoni,24,1672527600,2022
795738,Paxten Aaronson,24,1672527600,2022
867357,Nacho Ferri,24,1664920800,2022
161011,Filip Kostic,24,1561932000,2022
272638,Jérôme Onguéné,24,1656626400,2022
346567,Luca Pellegrini,24,1660255200,2022
422355,Jens Petter Hauge,24,1656626400,2022
586229,Jannik Horz,24,False,2022
51977,Pavao Pervan,82,1530396000,2022
93704,Josuha Guilavogui,82,1467324000,2022
108880,Koen Casteels,82,1421794800,2022
117674,Maximilian Arnold,82,1325372400,2022
119277,Yannick Gerhardt,82,1467324000,2022
192268,Niklas Klinger,82,1561932000,2022
196095,Luca Waldschmidt,82,1629583200,2022
221611,Paulo Otávio,82,1561932000,2022
314288,Lukas Nmecha,82,1626386400,2022
327251,Ridle Baku,82,1601503200,2022
338629,Sebastiaan Bornauw,82,1626386400,2022
342405,Mattias Svanberg,82,1657922400,2022
370998,Bartol Franjic,82,1656626400,2022
391004,Jonas Wind,82,1643583600,2022
406640,Felix Nmecha,82,1626818400,2022
407098,Jakub Kaminski,82,1656626400,2022
434224,Maxence Lacroix,82,1598306400,2022
435796,Kilian Fischer,82,1656626400,2022
445939,Omar Marmoush,82,1593554400,2022
485965,Nicolas Cozza,82,1674601200,2022
533295,Patrick Wimmer,82,1656626400,2022
557459,Micky van de Ven,82,1630360800,2022
574203,Philipp Schulze,82,1625090400,2022
711517,Kevin Paredes,82,1643324400,2022
