id,name,club,joined,year
17259,Manuel Neuer,27,1309471200,2023
40680,Sven Ulreich,27,1625090400,2023
45660,Eric Maxim Choupo-Moting,27,1601848800,2023
58358,Thomas Müller,27,1246399200,2023
132098,Harry Kane,27,1691791200,2023
153084,Leon Goretzka,27,1530396000,2023
159471,Serge Gnabry,27,1498860000,2023
161056,Joshua Kimmich,27,1435788000,2023
170986,Raphaël Guerreiro,27,1688162400,2023
175722,Eric Dier,27,1704927600,2023
190685,Bouna Sarr,27,1601848800,2023
192565,Leroy Sané,27,1594764000,2023
223967,Konrad Laimer,27,1688162400,2023
243714,Kingsley Coman,27,1498860000,2023
326031,Matthijs de Ligt,27,1658181600,2023
340456,Noussair Mazraoui,27,1656626400,2023
344695,Dayot Upamecano,27,1625436000,2023
424204,Alphonso Davies,27,1546297200,2023
468539,Daniel Peretz,27,1692914400,2023
503482,Min-jae Kim,27,1689631200,2023
580195,Jamal Musiala,27,1593554400,2023
604320,Frans Krätzig,27,1696543200,2023
639582,Tom Hülsmann,27,False,2023
744729,Tarek Buchmann,27,1688162400,2023
792380,Aleksandar Pavlovic,27,1698793200,2023
801734,Mathys Tel,27,1658786400,2023
35207,Marco Reus,16,1341093600,2023
39728,Mats Hummels,16,1561932000,2023
75489,Niclas Füllkrug,16,1693432800,2023
76158,Alexander Meyer,16,1656626400,2023
100986,Thomas Meunier,16,1593554400,2023
106987,Marcel Sabitzer,16,1690149600,2023
119296,Emre Can,16,1593554400,2023
166601,Niklas Süle,16,1656626400,2023
181375,Sébastien Haller,16,1657058400,2023
187492,Julian Brandt,16,1561932000,2023
193900,Marius Wolf,16,1530482400,2023
244940,Salih Özcan,16,1656626400,2023
257814,Gregor Kobel,16,1625090400,2023
284732,Ramy Bensebaini,16,1688162400,2023
326029,Donyell Malen,16,1627336800,2023
370789,Julian Ryerson,16,1673910000,2023
388198,Nico Schlotterbeck,16,1656626400,2023
388513,Mateu Morey,16,1561932000,2023
401173,Jadon Sancho,16,1704927600,2023
405690,Ole Pohlmann,16,1688162400,2023
406640,Felix Nmecha,16,1688335200,2023
453737,Marcel Lotka,16,1656626400,2023
467720,Youssoufa Moukoko,16,1595973600,2023
